ra,dec,gal_l,gal_b,h_mag,shmag,h_2mass,k_2mass,j_2mass,p,sp,pa_deg,gpa_deg,spa,q,sq,u,su,nhwp,uf
288.484791,11.733401,45.920339,0.419081,10.73590,0.00190,10.751,10.336,11.880,1.20,0.49,159.1,41.4,11.8,0.965,0.494,-0.866,0.493,16,1
288.293880,11.104519,45.276404,0.293085,11.92780,0.00880,11.819,11.138,13.587,2.79,1.23,179.0,61.3,12.7,3.050,1.234,-0.109,1.239,16,1
288.295739,11.964798,46.039504,0.690336,12.17600,0.01060,12.235,11.448,14.024,4.31,1.61,48.2,110.6,10.7,-0.510,1.641,4.568,1.607,16,1
288.484938,11.661033,45.856306,0.385359,11.90110,0.00530,11.895,11.431,13.048,3.40,1.70,178.5,60.9,14.3,3.798,1.699,-0.197,1.759,16,1
288.094777,11.106560,45.187676,0.467163,9.92180,0.00120,9.946,9.333,11.434,0.78,0.21,24.4,86.8,7.7,0.535,0.183,0.610,0.228,16,1
288.431795,11.651885,45.824046,0.427215,8.45262,0.00046,8.585,8.070,9.947,1.94,0.18,5.0,67.3,2.7,1.921,0.181,0.339,0.160,32,1
288.434244,11.123927,45.357491,0.180073,8.62640,0.00040,8.663,7.829,10.580,0.93,0.12,158.0,40.4,3.6,0.672,0.109,-0.647,0.125,16,1
288.304572,11.197357,45.363524,0.326840,11.52658,0.00420,11.555,10.749,13.558,2.49,0.72,150.8,33.1,7.9,1.353,0.726,-2.208,0.711,32,1
288.160276,10.992921,45.116738,0.357552,11.28160,0.00360,11.294,10.493,13.292,1.88,0.46,14.6,77.0,6.9,1.691,0.449,0.942,0.475,16,1
288.311353,11.566458,45.693635,0.492104,10.33378,0.00168,10.347,9.589,12.113,1.51,0.32,167.4,49.8,6.0,1.398,0.326,-0.659,0.301,32,1
288.439143,11.512597,45.704003,0.356199,8.24590,0.00030,8.372,7.266,10.716,3.15,0.13,176.0,58.3,1.1,3.123,0.125,-0.444,0.139,16,1
288.441651,11.475088,45.671918,0.336614,10.02760,0.00110,10.087,9.554,11.471,0.72,0.29,9.6,72.0,11.4,0.733,0.284,0.256,0.308,16,1
288.060230,10.946646,45.030233,0.423167,9.39080,0.00060,9.413,8.436,11.461,1.66,0.20,23.0,85.5,3.4,1.163,0.195,1.207,0.202,16,1
288.312252,11.067405,45.251882,0.259901,12.31827,0.00776,12.375,11.498,14.283,3.01,1.43,14.6,77.0,12.3,2.910,1.435,1.626,1.400,32,1
288.312578,11.757150,45.863151,0.579463,9.10970,0.00060,9.169,8.330,10.983,0.78,0.25,33.3,95.6,9.1,0.324,0.315,0.747,0.230,16,1
288.164115,11.598489,45.655165,0.634762,8.44985,0.00035,8.601,7.895,10.101,0.40,0.10,124.5,7.0,7.0,-0.148,0.093,-0.386,0.103,32,1
288.164125,11.083867,45.199086,0.396340,11.98752,0.00756,11.983,11.528,13.276,2.46,0.95,59.0,121.5,10.3,-1.241,0.948,2.326,0.951,32,1
288.446274,11.792916,45.955554,0.480105,12.34296,0.00661,12.433,12.203,12.930,2.83,1.14,178.5,60.8,10.7,3.044,1.136,-0.163,1.100,32,1
288.446278,10.959968,45.217742,0.093514,10.53950,0.00170,10.573,9.930,12.132,1.03,0.25,170.5,52.9,7.0,1.003,0.247,-0.345,0.291,16,1
288.448065,11.257370,45.481985,0.229997,12.46310,0.00980,12.467,11.755,14.277,4.89,1.93,165.5,47.8,11.3,4.595,2.030,-2.552,1.562,16,1
288.314386,11.880004,45.972828,0.634858,8.58255,0.00028,8.642,8.294,9.829,0.57,0.13,16.9,79.4,6.4,0.486,0.132,0.327,0.126,32,1
288.314387,11.692521,45.806709,0.547926,12.30967,0.00642,12.352,11.604,14.140,2.06,1.01,16.3,78.7,12.6,1.932,1.009,1.232,0.998,32,1
288.047537,11.162534,45.215827,0.534163,11.29530,0.00420,11.314,10.916,12.233,1.23,0.58,49.4,111.8,13.6,-0.207,0.706,1.348,0.581,16,1
288.048401,11.170862,45.223601,0.537267,12.34510,0.00950,12.307,11.585,13.956,3.54,1.27,20.6,83.0,10.2,2.832,1.205,2.475,1.344,16,1
288.449888,11.038909,45.289310,0.127016,11.51290,0.00450,11.637,10.676,13.918,2.55,0.57,18.5,80.8,6.4,2.089,0.551,1.572,0.609,16,1
287.937229,11.358561,45.339541,0.720783,9.37450,0.00080,9.377,8.849,10.815,0.41,0.16,84.0,146.5,10.9,-0.434,0.158,0.091,0.154,16,1
288.048409,11.191369,45.241783,0.546754,8.62865,0.00028,8.634,8.060,10.249,0.79,0.12,25.6,88.0,4.3,0.498,0.110,0.618,0.127,32,1
288.001852,11.212353,45.239243,0.596950,9.90680,0.00140,9.972,9.150,11.814,2.16,0.46,22.4,84.8,6.1,1.569,0.460,1.553,0.456,16,1
288.001874,11.472116,45.469539,0.717149,11.22074,0.00274,11.266,10.630,12.892,0.98,0.36,172.1,54.5,9.8,1.002,0.354,-0.284,0.375,32,1
288.002765,11.357379,45.368225,0.663276,8.75659,0.00031,8.703,7.769,10.570,1.16,0.19,61.5,124.0,4.5,-0.641,0.194,0.984,0.182,32,1
288.452466,10.871187,45.141924,0.046925,12.08218,0.00834,12.141,11.475,13.836,3.98,1.64,9.3,71.6,10.9,4.082,1.652,1.370,1.481,32,1
288.169674,10.968400,45.099282,0.338015,9.52750,0.00070,9.538,8.738,11.412,0.69,0.18,84.5,146.9,7.6,-0.703,0.183,0.137,0.186,16,1
288.170480,11.752758,45.794780,0.700702,10.65930,0.00240,10.716,10.585,10.916,0.93,0.32,136.5,18.9,9.8,0.051,0.284,-0.980,0.318,16,1
288.454996,11.659429,45.841274,0.410588,10.39470,0.00190,10.492,9.808,12.027,2.72,0.35,170.4,52.7,3.7,2.586,0.342,-0.905,0.401,16,1
288.454998,11.193671,45.428719,0.194408,12.36547,0.00720,12.395,11.012,15.437,7.78,1.44,166.8,49.1,5.2,7.091,1.471,-3.519,1.295,32,1
288.455858,11.424665,45.633716,0.300878,11.05370,0.00300,11.140,10.550,12.413,1.45,0.49,157.1,39.5,9.8,1.071,0.543,-1.099,0.444,16,1
288.172129,11.149806,45.261161,0.419931,12.09270,0.00840,12.221,11.694,13.536,4.30,1.59,168.1,50.5,10.6,4.192,1.605,-1.856,1.521,16,1
288.316601,11.601410,45.726987,0.503757,10.54256,0.00202,10.529,10.097,11.917,1.19,0.42,165.1,47.5,9.6,1.095,0.446,-0.629,0.351,32,1
288.316616,10.976988,45.173762,0.214175,11.80910,0.00770,11.877,10.819,14.305,3.35,1.18,7.1,69.5,10.1,3.439,1.178,0.868,1.187,16,1
288.161953,11.026998,45.147700,0.371881,11.65090,0.00510,11.611,10.832,13.611,2.62,0.74,178.9,61.3,8.1,2.716,0.740,-0.108,0.741,16,1
288.161958,10.868641,45.007365,0.298508,8.49870,0.00030,8.647,7.543,10.804,2.15,0.20,18.4,80.8,2.7,1.731,0.202,1.299,0.209,16,1
288.174634,11.666095,45.719856,0.656950,11.06800,0.00360,11.082,10.495,12.692,1.35,0.51,96.0,158.4,10.9,-1.412,0.510,-0.301,0.579,16,1
288.316927,11.397150,45.546159,0.408754,10.86340,0.00212,10.900,10.448,12.110,1.27,0.63,129.0,11.5,12.7,-0.292,0.635,-1.384,0.626,32,1
288.459233,10.991574,45.251641,0.096920,8.41465,0.00021,8.476,7.754,10.182,0.72,0.07,175.0,57.4,2.7,0.709,0.069,-0.125,0.061,32,1
288.459237,11.134390,45.378141,0.163208,11.16367,0.00257,11.219,10.249,13.445,2.57,0.47,1.4,63.7,5.2,2.609,0.474,0.125,0.419,32,1
288.317328,11.003739,45.197786,0.225962,11.24560,0.00300,11.217,10.216,13.594,3.52,0.55,169.3,51.7,4.5,3.321,0.565,-1.298,0.470,16,1
288.463440,11.834452,46.000146,0.484499,11.50130,0.00460,11.574,11.170,12.637,2.20,0.63,179.9,62.2,8.2,2.286,0.632,-0.008,0.825,16,1
288.463835,11.190570,45.429996,0.185290,10.37604,0.00117,10.458,10.084,11.480,1.64,0.20,152.5,34.8,3.4,0.944,0.201,-1.350,0.195,32,1
288.318037,11.021867,45.214170,0.233753,9.24420,0.00060,9.305,8.916,10.319,0.86,0.14,164.6,47.0,4.6,0.746,0.142,-0.443,0.119,16,1
288.168242,10.898268,45.036480,0.306766,11.66995,0.00372,11.630,10.912,13.163,3.10,0.89,36.2,98.6,7.9,0.978,0.886,3.072,0.887,32,1
288.464829,11.892698,46.052371,0.510329,12.16800,0.00800,12.061,11.454,13.513,2.75,1.03,22.1,84.4,10.7,2.107,1.040,2.047,1.010,16,1
288.183819,11.546063,45.617645,0.593368,7.49550,0.00020,7.644,7.047,9.039,0.22,0.10,105.7,168.1,13.1,-0.207,0.096,-0.126,0.112,16,1
288.318425,11.506659,45.643865,0.458236,8.74800,0.00050,8.783,8.316,10.182,0.71,0.33,159.8,42.2,13.1,0.595,0.346,-0.506,0.295,16,1
288.170620,11.739023,45.782670,0.694218,7.95320,0.00020,8.017,7.811,8.532,0.89,0.34,153.5,35.9,11.1,0.573,0.394,-0.763,0.311,16,1
288.467529,10.998655,45.261693,0.092993,10.82900,0.00049,10.923,10.631,11.404,2.86,0.42,152.3,34.6,4.2,1.637,0.356,-2.378,0.452,32,1
288.189528,11.268911,45.374621,0.459993,11.73820,0.00580,11.688,11.369,12.588,2.17,0.76,16.6,79.0,10.0,1.922,0.719,1.260,0.834,16,1
288.272215,11.498055,45.615245,0.494367,10.41749,0.00171,10.513,9.768,12.336,1.36,0.48,12.0,74.4,9.5,1.314,0.461,0.583,0.550,32,1
288.177259,11.429342,45.511224,0.544986,11.42820,0.00470,11.507,11.002,12.831,1.61,0.71,11.1,73.5,12.7,1.626,0.715,0.664,0.693,16,1
288.178096,10.991495,45.123579,0.341389,10.36680,0.00140,10.383,9.750,11.856,0.80,0.21,17.7,80.1,7.6,0.677,0.220,0.481,0.202,16,1
288.470826,11.671942,45.859554,0.402664,10.46520,0.00127,10.525,9.876,12.033,1.42,0.34,13.8,76.2,6.7,1.291,0.340,0.677,0.352,32,1
288.472373,11.919253,46.079319,0.516116,10.30107,0.00102,10.345,9.896,11.565,0.78,0.18,13.9,76.3,6.3,0.709,0.179,0.375,0.171,32,1
288.485782,11.240548,45.484257,0.189423,12.25690,0.00750,12.078,10.350,15.556,5.50,1.42,147.2,29.6,7.4,2.351,1.519,-5.167,1.398,16,1
288.274900,10.888445,45.076320,0.209407,12.39450,0.00850,12.418,11.767,14.077,5.64,1.12,175.1,57.4,5.7,5.669,1.119,-0.989,1.122,16,1
288.275736,11.803059,45.887109,0.632703,12.16450,0.01070,12.256,11.731,13.415,2.73,1.29,142.6,25.0,13.6,0.797,1.272,-2.918,1.296,16,1
288.276579,10.984040,45.161784,0.252268,9.22970,0.00050,9.248,8.036,11.854,2.60,0.18,2.0,64.4,2.0,2.601,0.179,0.180,0.145,16,1
288.181462,11.747463,45.795068,0.688721,8.73710,0.00040,8.775,8.256,10.105,0.57,0.18,149.5,31.9,8.9,0.290,0.152,-0.523,0.184,16,1
288.486278,11.002712,45.273830,0.078576,11.71400,0.00510,11.717,11.319,12.877,1.29,0.63,144.3,26.6,13.9,0.460,0.636,-1.364,0.629,16,1
288.486354,11.087451,45.348918,0.117850,10.40640,0.00180,10.461,10.001,11.587,1.21,0.40,177.8,60.2,9.4,1.269,0.396,-0.096,0.315,16,1
288.480904,10.978143,45.249620,0.071842,11.95750,0.00650,11.860,10.881,14.171,2.00,0.91,8.5,70.9,13.1,2.101,0.919,0.644,0.826,16,1
288.282294,10.819040,45.018193,0.170793,10.99590,0.00240,11.012,10.231,12.849,3.09,0.87,24.2,86.6,8.1,2.132,0.869,2.406,0.874,16,1
288.480939,11.324327,45.556256,0.232523,9.99150,0.00110,9.993,8.954,12.327,1.37,0.24,150.6,33.0,5.1,0.721,0.253,-1.187,0.240,16,1
288.481104,11.037980,45.302709,0.099447,9.43100,0.00060,9.465,8.912,10.825,1.92,0.14,154.1,36.5,2.1,1.193,0.141,-1.513,0.141,16,1
288.481155,11.404158,45.627063,0.269395,9.82920,0.00100,9.943,9.777,10.251,0.50,0.21,115.8,178.2,12.4,-0.337,0.202,-0.426,0.223,16,1
288.481288,11.529499,45.738142,0.327466,10.43960,0.00240,10.497,9.761,12.236,0.71,0.33,80.9,143.3,13.4,-0.746,0.335,0.245,0.301,16,1
288.211060,11.486473,45.577204,0.542102,11.64270,0.00570,11.730,11.323,12.852,1.84,0.72,179.5,61.9,11.2,1.978,0.721,-0.032,0.704,16,1
288.211239,11.040710,45.182268,0.335367,10.20430,0.00132,10.282,9.718,11.233,1.00,0.18,6.7,69.1,5.1,0.991,0.179,0.235,0.197,32,1
287.941572,11.083697,45.097815,0.589845,9.39360,0.00080,9.450,8.753,10.955,0.86,0.28,30.2,92.6,9.3,0.446,0.284,0.783,0.276,16,1
288.211385,11.447346,45.542678,0.523688,12.05490,0.00560,11.988,11.402,13.437,2.78,1.35,3.8,66.2,13.9,3.060,1.347,0.408,1.413,16,1
287.932741,11.172119,45.172201,0.638435,8.35540,0.00040,8.474,7.902,9.806,0.21,0.10,37.5,99.9,13.9,0.061,0.105,0.228,0.103,16,1
288.287371,11.901412,45.979541,0.668206,11.23430,0.00420,11.211,10.831,12.254,2.10,0.53,167.8,50.2,7.2,1.977,0.538,-0.897,0.500,16,1
288.433442,11.559076,45.742582,0.382717,9.53380,0.00110,9.474,8.720,11.185,1.75,0.19,175.9,58.3,3.1,1.746,0.191,-0.250,0.215,16,1
288.435177,11.209574,45.433781,0.219011,11.72770,0.00470,11.795,10.350,14.879,3.11,0.74,172.6,54.9,6.9,3.088,0.741,-0.818,0.795,16,1
288.436832,11.795486,45.953541,0.489485,8.71900,0.00028,8.935,7.701,11.322,3.33,0.27,9.8,72.2,2.3,3.146,0.260,1.121,0.322,32,1
288.288148,11.838336,45.924001,0.638291,7.59850,0.00020,7.719,7.515,8.320,0.41,0.20,30.5,92.9,14.0,0.223,0.256,0.402,0.182,16,1
288.436848,11.680155,45.851385,0.435950,11.54730,0.00500,11.587,10.847,13.489,3.75,0.71,176.8,59.1,5.4,3.788,0.709,-0.431,0.762,16,1
288.439221,11.293463,45.509930,0.254431,8.39030,0.00040,8.454,7.653,10.133,2.05,0.18,153.2,35.6,2.6,1.220,0.197,-1.653,0.175,16,1
288.211971,11.416879,45.515945,0.509060,10.79270,0.00200,10.816,10.371,12.090,1.68,0.46,85.9,148.3,7.8,-1.721,0.459,0.249,0.454,16,1
288.160345,11.589871,45.645816,0.634043,12.32423,0.00782,12.076,11.773,12.844,5.02,1.75,63.9,126.3,9.4,-3.254,1.756,4.202,1.750,32,1
288.161093,10.895754,45.030999,0.311823,9.82402,0.00067,9.877,9.233,11.489,1.56,0.21,49.9,112.3,3.8,-0.265,0.216,1.547,0.209,32,1
288.444512,10.935295,45.195083,0.083599,9.27810,0.00060,9.347,8.839,10.570,0.88,0.16,152.1,34.5,5.1,0.504,0.169,-0.739,0.153,16,1
288.445400,11.285922,45.506063,0.245564,12.40650,0.00830,12.403,11.595,14.272,5.40,1.32,159.8,42.1,7.0,4.227,1.189,-3.605,1.487,16,1
288.446307,11.337290,45.551976,0.268617,11.93960,0.00560,11.913,10.800,14.464,4.38,0.89,167.1,49.5,5.8,4.028,0.909,-1.942,0.814,16,1
288.447267,11.141600,45.379076,0.176957,11.47700,0.00450,11.517,11.087,12.708,2.89,0.73,173.6,55.9,7.2,2.910,0.733,-0.665,0.679,16,1
288.296668,11.508502,45.635612,0.477979,11.09690,0.00440,11.136,10.387,13.003,2.83,0.95,6.7,69.1,9.6,2.908,0.955,0.693,0.897,16,1
288.448116,11.723713,45.895090,0.446391,11.22890,0.00390,11.284,10.704,12.667,1.89,0.71,164.1,46.5,10.8,1.719,0.680,-1.065,0.799,16,1
288.312657,11.371007,45.521055,0.400340,11.19020,0.00370,11.213,10.828,12.390,1.50,0.66,98.1,160.4,12.6,-1.579,0.655,-0.457,0.725,16,1
288.452482,11.805600,45.969610,0.480609,11.40884,0.00324,11.409,10.414,13.717,2.78,0.53,6.7,69.0,5.4,2.753,0.532,0.653,0.495,32,1
287.918760,11.188408,45.180298,0.658130,11.49780,0.00560,11.467,10.788,13.060,2.43,1.03,30.0,92.4,12.1,1.320,1.033,2.281,1.027,16,1
288.419759,11.524567,45.705792,0.378578,11.03700,0.00340,11.030,10.016,13.441,2.59,0.55,5.2,67.6,6.1,2.604,0.546,0.481,0.618,16,1
288.419773,11.036822,45.273743,0.152229,11.82870,0.00580,11.921,11.611,12.503,1.89,0.80,136.4,18.8,12.1,0.102,0.759,-2.054,0.801,16,1
288.199274,11.305714,45.411664,0.468577,11.78300,0.00580,11.768,11.209,13.287,1.90,0.66,165.4,47.8,10.0,1.751,0.661,-0.982,0.652,16,1
288.454274,11.947994,46.096560,0.545140,10.81591,0.00220,10.842,9.959,12.830,0.91,0.35,27.1,89.5,10.3,0.571,0.350,0.791,0.349,32,1
288.168144,11.073352,45.191595,0.387973,9.48240,0.00100,9.475,8.720,11.246,1.32,0.13,21.0,83.4,2.8,0.983,0.128,0.884,0.127,16,1
288.420247,11.323606,45.527996,0.284901,10.07080,0.00100,10.074,8.946,12.497,3.21,0.21,172.8,55.1,1.9,3.113,0.211,-0.804,0.214,16,1
288.200100,11.086987,45.218210,0.366501,9.84860,0.00140,9.856,9.606,10.648,0.62,0.29,136.0,18.4,13.5,0.025,0.287,-0.685,0.292,16,1
288.200606,11.290594,45.398870,0.460413,9.07170,0.00050,9.091,8.345,10.781,1.23,0.14,177.1,59.5,3.2,1.235,0.140,-0.125,0.126,16,1
288.457575,11.529307,45.727187,0.347957,11.29100,0.00480,11.321,10.181,13.739,1.87,0.78,169.7,52.0,11.9,1.899,0.769,-0.713,0.843,16,1
288.170515,11.678247,45.728757,0.666155,8.74390,0.00050,8.806,8.400,10.018,0.59,0.19,95.2,157.6,9.4,-0.607,0.192,-0.111,0.181,16,1
288.420994,11.273728,45.484153,0.261106,11.43560,0.00380,11.394,10.221,14.053,5.53,0.60,167.5,49.8,3.1,5.036,0.597,-2.350,0.615,16,1
288.317367,11.447934,45.591353,0.431922,11.08094,0.00201,11.164,10.727,12.359,0.96,0.43,161.8,44.2,11.7,0.843,0.428,-0.622,0.428,32,1
288.458409,10.969935,45.232099,0.087592,11.85366,0.00424,11.869,10.814,14.433,2.63,0.69,45.3,107.7,7.3,-0.032,0.881,2.724,0.694,32,1
288.378690,11.021610,45.241557,0.180891,8.39110,0.00030,8.446,7.655,10.241,0.29,0.10,142.4,24.7,9.8,0.079,0.112,-0.299,0.099,16,1
288.380406,10.944566,45.174088,0.143655,7.78520,0.00020,7.787,7.095,9.322,0.85,0.34,21.1,83.5,11.4,0.677,0.316,0.615,0.365,16,1
288.381264,11.223076,45.421203,0.272122,9.96850,0.00100,10.016,9.618,11.227,0.99,0.18,161.9,44.3,5.3,0.814,0.182,-0.594,0.188,16,1
288.318481,11.290285,45.452184,0.357847,10.88417,0.00201,10.871,10.312,12.484,1.39,0.33,135.5,17.9,6.7,0.024,0.315,-1.433,0.334,32,1
288.160501,11.231934,45.328660,0.468090,11.04633,0.00225,11.182,10.843,12.082,0.71,0.34,113.9,176.3,12.3,-0.530,0.329,-0.583,0.346,32,1
288.161239,11.210674,45.310154,0.457599,10.18298,0.00098,10.235,9.509,12.052,0.77,0.27,59.9,122.3,9.7,-0.403,0.239,0.707,0.285,32,1
288.177992,10.902226,45.044423,0.300116,9.15950,0.00060,9.253,8.811,10.535,1.51,0.19,57.3,119.7,3.6,-0.634,0.172,1.383,0.195,16,1
288.381270,11.930652,46.048055,0.600365,10.72580,0.00220,10.706,10.350,11.778,1.70,0.40,174.4,56.8,6.7,1.711,0.397,-0.336,0.356,16,1
288.382105,11.271984,45.464912,0.294081,10.52250,0.00510,10.460,9.344,12.814,5.44,0.47,165.5,47.8,2.5,4.769,0.451,-2.651,0.536,16,1
288.382981,11.177174,45.381321,0.249334,10.33830,0.00170,10.309,9.545,12.130,1.84,0.28,166.2,48.6,4.3,1.655,0.279,-0.862,0.277,16,1
288.382998,11.282022,45.474211,0.297963,9.16540,0.00060,9.168,8.534,10.734,2.25,0.19,159.0,41.3,2.4,1.679,0.197,-1.515,0.182,16,1
288.464865,11.895814,46.055147,0.511744,11.15390,0.00330,11.194,10.812,12.217,1.04,0.38,2.4,64.8,10.5,1.101,0.379,0.094,0.378,16,1
288.177998,10.936482,45.074783,0.315984,10.30640,0.00190,10.337,9.316,12.297,2.02,0.23,25.5,87.9,3.3,1.277,0.245,1.582,0.220,16,1
288.178822,11.191990,45.301587,0.433657,11.70634,0.00433,11.777,11.002,13.718,2.15,0.80,44.3,106.7,10.0,0.054,0.779,2.295,0.800,32,1
288.383856,11.373019,45.555214,0.339434,11.54020,0.00500,11.569,11.122,12.820,2.29,0.77,153.0,35.4,9.6,1.422,0.769,-1.956,0.763,16,1
288.383859,11.668521,45.817000,0.476521,9.61230,0.00080,9.659,9.327,10.785,0.90,0.14,176.2,58.6,4.6,0.900,0.144,-0.119,0.147,16,1
288.385490,11.275783,45.469818,0.292903,10.36690,0.00210,10.284,9.061,12.874,5.14,0.28,170.4,52.8,1.5,4.864,0.273,-1.688,0.304,16,1
288.385490,11.455295,45.628844,0.376186,12.24040,0.01070,12.227,11.739,13.442,5.39,1.70,174.7,57.0,9.0,5.558,1.671,-1.047,2.387,16,1
288.165941,11.688537,45.735802,0.674891,10.62512,0.00165,10.681,10.285,11.774,1.19,0.28,124.8,7.2,6.6,-0.429,0.306,-1.147,0.281,32,1
288.166651,10.944939,45.077116,0.329775,9.27270,0.00070,9.330,8.080,11.975,0.97,0.26,9.4,71.8,7.6,0.954,0.264,0.326,0.193,16,1
288.167506,11.703663,45.749918,0.680540,8.15855,0.00021,8.161,7.317,9.797,0.51,0.17,144.9,27.4,8.9,0.183,0.188,-0.506,0.164,32,1
288.320132,11.483713,45.624310,0.446113,10.73240,0.00360,10.761,9.959,12.583,3.85,0.43,175.6,57.9,3.2,3.824,0.432,-0.598,0.502,16,1
288.168288,11.752984,45.793986,0.702709,10.84162,0.00253,10.876,10.199,12.514,1.30,0.41,179.5,61.9,8.6,1.368,0.412,-0.026,0.450,32,1
288.467575,11.428326,45.642290,0.292404,10.58565,0.00145,10.667,9.993,12.267,1.58,0.31,139.9,22.3,5.5,0.277,0.318,-1.590,0.311,32,1
288.468409,11.154452,45.400088,0.164550,9.16420,0.00060,9.237,8.378,11.203,1.26,0.14,171.7,54.0,3.2,1.219,0.139,-0.365,0.155,16,1
288.183019,11.521869,45.595840,0.582853,7.98820,0.00030,8.112,7.386,9.667,0.90,0.14,72.5,134.9,4.5,-0.749,0.141,0.523,0.139,16,1
288.390861,11.708913,45.855965,0.489185,12.19500,0.00910,12.190,11.807,13.207,2.67,1.23,132.9,15.2,13.2,-0.220,1.278,-2.929,1.231,16,1
288.395301,11.169591,45.380211,0.235109,11.24010,0.00350,11.228,10.466,13.086,1.94,0.50,139.8,22.1,7.3,0.332,0.577,-1.970,0.493,16,1
288.320639,11.474393,45.616283,0.441351,12.19040,0.01050,12.126,11.704,13.308,3.59,1.74,11.9,74.2,13.9,3.648,1.798,1.602,1.364,16,1
288.481435,11.755106,45.938039,0.432067,11.57800,0.00460,11.570,11.068,12.798,1.79,0.57,179.9,62.3,9.1,1.880,0.569,-0.004,0.572,16,1
288.481594,10.983153,45.254372,0.073568,10.00720,0.00110,9.991,9.912,10.437,0.51,0.17,126.4,8.8,9.4,-0.159,0.159,-0.515,0.169,16,1
288.395332,10.835984,45.084701,0.080292,8.57900,0.00060,8.576,7.618,10.677,1.00,0.15,57.0,119.3,4.4,-0.410,0.144,0.923,0.155,16,1
288.396159,11.486303,45.661165,0.381309,9.36790,0.00080,9.408,8.652,11.169,1.95,0.24,18.7,81.0,3.5,1.566,0.245,1.193,0.222,16,1
288.175701,11.882323,45.911982,0.756192,10.74500,0.00270,10.759,10.695,11.169,0.71,0.33,116.0,178.4,13.2,-0.483,0.341,-0.618,0.322,16,1
288.481615,11.472760,45.688035,0.300843,10.40280,0.00180,10.447,9.383,12.658,0.73,0.27,7.7,70.0,10.7,0.748,0.271,0.206,0.274,16,1
288.477603,11.753186,45.934597,0.434499,11.50160,0.00460,11.530,11.092,12.741,1.59,0.52,31.3,93.6,9.3,0.772,0.519,1.489,0.519,16,1
288.190482,11.455946,45.540806,0.545828,10.40370,0.00140,10.480,9.452,12.745,1.15,0.46,47.1,109.5,11.5,-0.091,0.462,1.231,0.461,16,1
288.398692,11.659890,45.816093,0.459648,11.31420,0.00380,11.345,10.640,13.114,1.04,0.49,23.5,85.9,13.5,0.783,0.479,0.842,0.502,16,1
288.398711,11.318285,45.513484,0.301138,10.68900,0.00210,10.651,9.893,12.459,2.71,0.29,158.9,41.2,3.1,2.014,0.297,-1.830,0.281,16,1
288.477961,10.914821,45.192194,0.045005,9.90830,0.00110,9.900,9.052,11.998,1.41,0.14,177.9,60.2,2.9,1.410,0.144,-0.106,0.143,16,1
288.192213,11.324759,45.425333,0.483538,12.00020,0.00750,11.994,11.211,13.824,1.99,0.93,6.8,69.2,13.4,2.133,0.916,0.515,1.113,16,1
288.402952,11.091635,45.314637,0.192287,12.31300,0.01020,12.144,10.907,14.672,4.01,1.63,173.9,56.3,11.6,4.233,1.630,-0.909,1.563,16,1
288.402979,11.101166,45.323093,0.196687,7.79790,0.00020,7.839,6.854,9.808,1.25,0.48,160.7,43.1,11.1,1.048,0.433,-0.835,0.557,16,1
288.182323,11.781393,45.825530,0.703692,11.61100,0.00570,11.580,10.891,13.311,1.83,0.82,172.9,55.3,12.8,1.945,0.809,-0.490,0.923,16,1
288.197187,11.215770,45.331009,0.428712,9.65060,0.00080,9.739,9.078,11.418,0.30,0.12,34.2,96.6,11.7,0.121,0.117,0.305,0.125,16,1
288.197194,11.349028,45.449103,0.490455,9.42610,0.00080,9.478,9.032,10.649,1.00,0.28,5.3,67.7,8.1,1.020,0.283,0.192,0.284,16,1
288.404648,11.372734,45.564419,0.321245,10.44410,0.00170,10.483,9.874,12.110,3.31,0.39,159.9,42.3,3.4,2.551,0.400,-2.153,0.384,16,1
288.405441,11.574860,45.743834,0.414341,12.07810,0.01430,12.028,11.731,12.633,3.70,1.56,175.4,57.7,12.1,3.966,1.565,-0.645,1.517,16,1
288.274947,11.057412,45.226052,0.287706,10.08110,0.00240,10.118,9.778,11.184,1.19,0.39,141.4,23.8,9.3,0.277,0.366,-1.215,0.387,16,1
288.411273,11.842743,45.983796,0.533574,11.94860,0.00610,11.916,11.550,12.945,2.44,0.83,1.1,63.5,9.7,2.577,0.827,0.102,0.834,16,1
288.277430,11.384639,45.517120,0.437258,9.25230,0.00050,9.292,8.635,10.941,0.96,0.17,165.8,48.2,5.0,0.861,0.169,-0.465,0.170,16,1
288.184915,11.227304,45.335652,0.444723,10.59090,0.00190,10.671,9.643,12.837,2.66,0.28,25.5,87.9,3.0,1.686,0.268,2.079,0.283,16,1
288.479657,11.769429,45.949918,0.440257,11.07260,0.00240,11.124,9.543,13.927,2.70,0.39,15.7,78.0,4.2,2.328,0.391,1.419,0.396,16,1
288.479688,10.816362,45.105775,-0.002206,8.40070,0.00030,8.510,7.725,10.125,1.17,0.13,179.0,61.3,3.1,1.179,0.128,-0.043,0.137,16,1
288.431880,11.987925,46.121766,0.583076,11.14200,0.00840,11.207,10.218,13.419,1.74,0.69,7.8,70.1,11.3,1.803,0.686,0.503,0.677,16,1
288.206872,11.640782,45.712052,0.617242,8.59040,0.00050,8.694,8.515,9.406,0.94,0.16,170.7,53.1,5.0,0.902,0.166,-0.303,0.146,16,1
288.207093,11.167135,45.292413,0.397563,9.20040,0.00070,9.267,8.425,11.125,1.02,0.19,1.4,63.8,5.5,1.036,0.194,0.052,0.193,16,1
